=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:37:38: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIGNwLgAnAYgIareAvgGgQFiwOzg7j4CMADOALpYBQY4AHrHBQHQCsJAnqx2WwJuANmJwILeGXYUS0eEgLKVmEnKo4IChIkj6Da4Vk0I5ZceDkAmS3IDMdrLiecnY9YScAOJwE4nSkCLLShWJDR0EgB3VmshKywyW08yR1oGSTiuGNYZTgTuEIkwxT0DfSNwMhNLGuLqrBSEGscSGpd2rDcujxavLt8ugK6g0eLtcJRI5EtY6S4E+ubGtJp6YHBuHoRrWtCpNhyEebgZAgKSbmbJsorKhL2GvZW9tt3nSz2d8D2+34GHyGHxGHzGYImpV0KlUuXg1nY1kuYJuUIiMyqT3SG1IWH++E6JUOHG4J2ySIS9n2JR0SHu0EpSUsVJWVPe4CphI53WZeN5RBIVOB3NB3PBt10M1mcLO7AujLIDSpyV5awym3Ilnw7yy8BJMpkFKun1Cp0NyNxpggZsRFvwqNp5Qqc1YIltCXwOwl6MiLoWRrwWGB1ry7pI+FBuqOdqSDXIK3I6WoQA
13:37:43: [INFO] Adding track segment (B.Cu): [(283527500, 116265000), (286067500, 118805000)]
13:37:43: [INFO] Routing SW51 with D51
13:37:43: [INFO] Using internal autorouter method
13:37:43: [INFO] Routing pad 'SW51:2' at (264477500, 111125000) with pad 'D51:2' at (267017500, 118805000) using coordinate system rotated by 0 degree(s)
13:37:43: [INFO] Adding track segment (B.Cu): [(264477500, 111125000), (264477500, 116265000)]
13:37:43: [INFO] Adding track segment (B.Cu): [(264477500, 116265000), (267017500, 118805000)]
13:37:43: [INFO] Routing SW50 with D50
13:37:43: [INFO] Using internal autorouter method
13:37:43: [INFO] Routing pad 'SW50:2' at (245427500, 111125000) with pad 'D50:2' at (247967500, 118805000) using coordinate system rotated by 0 degree(s)
13:37:43: [INFO] Adding track segment (B.Cu): [(245427500, 111125000), (245427500, 116265000)]
13:37:43: [INFO] Adding track segment (B.Cu): [(245427500, 116265000), (247967500, 118805000)]
13:37:43: [INFO] Routing SW49 with D49
13:37:43: [INFO] Using internal autorouter method
13:37:43: [INFO] Routing pad 'SW49:2' at (226377500, 111125000) with pad 'D49:2' at (228917500, 118805000) using coordinate system rotated by 0 degree(s)
13:37:43: [INFO] Adding track segment (B.Cu): [(226377500, 111125000), (226377500, 116265000)]
13:37:43: [INFO] Adding track segment (B.Cu): [(226377500, 116265000), (228917500, 118805000)]
13:37:43: [INFO] Routing SW48 with D48
13:37:43: [INFO] Using internal autorouter method
13:37:43: [INFO] Routing pad 'SW48:2' at (207327500, 111125000) with pad 'D48:2' at (209867500, 118805000) using coordinate system rotated by 0 degree(s)
13:37:43: [INFO] Adding track segment (B.Cu): [(207327500, 111125000), (207327500, 116265000)]
13:37:43: [INFO] Adding track segment (B.Cu): [(207327500, 116265000), (209867500, 118805000)]
13:37:43: [INFO] Routing SW47 with D47
13:37:43: [INFO] Using internal autorouter method
13:37:43: [INFO] Routing pad 'SW47:2' at (188277500, 111125000) with pad 'D47:2' at (190817500, 118805000) using coordinate system rotated by 0 degree(s)
13:37:43: [INFO] Adding track segment (B.Cu): [(188277500, 111125000), (188277500, 116265000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(188277500, 116265000), (190817500, 118805000)]
13:37:44: [INFO] Routing SW46 with D46
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW46:2' at (169227500, 111125000) with pad 'D46:2' at (171767500, 118805000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(169227500, 111125000), (169227500, 116265000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(169227500, 116265000), (171767500, 118805000)]
13:37:44: [INFO] Routing SW45 with D45
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW45:2' at (150177500, 111125000) with pad 'D45:2' at (152717500, 118805000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(150177500, 111125000), (150177500, 116265000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(150177500, 116265000), (152717500, 118805000)]
13:37:44: [INFO] Routing SW44 with D44
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW44:2' at (131127500, 111125000) with pad 'D44:2' at (133667500, 118805000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(131127500, 111125000), (131127500, 116265000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(131127500, 116265000), (133667500, 118805000)]
13:37:44: [INFO] Routing SW43 with D43
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW43:2' at (100171250, 111125000) with pad 'D43:2' at (102711250, 118805000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(100171250, 111125000), (100171250, 116265000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(100171250, 116265000), (102711250, 118805000)]
13:37:44: [INFO] Routing SW42 with D42
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW42:2' at (374015000, 92075000) with pad 'D42:2' at (376555000, 99755000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(374015000, 92075000), (374015000, 97215000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(374015000, 97215000), (376555000, 99755000)]
13:37:44: [INFO] Routing SW41 with D41
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW41:2' at (343058750, 92075000) with pad 'D41:2' at (345598750, 99755000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(343058750, 92075000), (343058750, 97215000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(343058750, 97215000), (345598750, 99755000)]
13:37:44: [INFO] Routing SW40 with D40
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW40:2' at (312102500, 92075000) with pad 'D40:2' at (314642500, 99755000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(312102500, 92075000), (312102500, 97215000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(312102500, 97215000), (314642500, 99755000)]
13:37:44: [INFO] Routing SW39 with D39
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW39:2' at (293052500, 92075000) with pad 'D39:2' at (295592500, 99755000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(293052500, 92075000), (293052500, 97215000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(293052500, 97215000), (295592500, 99755000)]
13:37:44: [INFO] Routing SW38 with D38
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW38:2' at (274002500, 92075000) with pad 'D38:2' at (276542500, 99755000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(274002500, 92075000), (274002500, 97215000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(274002500, 97215000), (276542500, 99755000)]
13:37:44: [INFO] Routing SW37 with D37
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW37:2' at (254952500, 92075000) with pad 'D37:2' at (257492500, 99755000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(254952500, 92075000), (254952500, 97215000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(254952500, 97215000), (257492500, 99755000)]
13:37:44: [INFO] Routing SW36 with D36
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW36:2' at (235902500, 92075000) with pad 'D36:2' at (238442500, 99755000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(235902500, 92075000), (235902500, 97215000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(235902500, 97215000), (238442500, 99755000)]
13:37:44: [INFO] Routing SW35 with D35
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW35:2' at (216852500, 92075000) with pad 'D35:2' at (219392500, 99755000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(216852500, 92075000), (216852500, 97215000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(216852500, 97215000), (219392500, 99755000)]
13:37:44: [INFO] Routing SW34 with D34
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW34:2' at (197802500, 92075000) with pad 'D34:2' at (200342500, 99755000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(197802500, 92075000), (197802500, 97215000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(197802500, 97215000), (200342500, 99755000)]
13:37:44: [INFO] Routing SW33 with D33
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW33:2' at (178752500, 92075000) with pad 'D33:2' at (181292500, 99755000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(178752500, 92075000), (178752500, 97215000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(178752500, 97215000), (181292500, 99755000)]
13:37:44: [INFO] Routing SW32 with D32
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW32:2' at (159702500, 92075000) with pad 'D32:2' at (162242500, 99755000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(159702500, 92075000), (159702500, 97215000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(159702500, 97215000), (162242500, 99755000)]
13:37:44: [INFO] Routing SW31 with D31
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW31:2' at (140652500, 92075000) with pad 'D31:2' at (143192500, 99755000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(140652500, 92075000), (140652500, 97215000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(140652500, 97215000), (143192500, 99755000)]
13:37:44: [INFO] Routing SW30 with D30
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW30:2' at (121602500, 92075000) with pad 'D30:2' at (124142500, 99755000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(121602500, 92075000), (121602500, 97215000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(121602500, 97215000), (124142500, 99755000)]
13:37:44: [INFO] Routing SW29 with D29
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW29:2' at (59690000, 92075000) with pad 'D29:2' at (62230000, 99755000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(59690000, 92075000), (59690000, 97215000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(59690000, 97215000), (62230000, 99755000)]
13:37:44: [INFO] Routing SW28 with D28
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW28:2' at (374015000, 73025000) with pad 'D28:2' at (376555000, 80705000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(374015000, 73025000), (374015000, 78165000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(374015000, 78165000), (376555000, 80705000)]
13:37:44: [INFO] Routing SW27 with D27
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW27:2' at (350202500, 73025000) with pad 'D27:2' at (352742500, 80705000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(350202500, 73025000), (350202500, 78165000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(350202500, 78165000), (352742500, 80705000)]
13:37:44: [INFO] Routing SW26 with D26
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW26:2' at (326390000, 73025000) with pad 'D26:2' at (328930000, 80705000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(326390000, 73025000), (326390000, 78165000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(326390000, 78165000), (328930000, 80705000)]
13:37:44: [INFO] Routing SW25 with D25
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW25:2' at (307340000, 73025000) with pad 'D25:2' at (309880000, 80705000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(307340000, 73025000), (307340000, 78165000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(307340000, 78165000), (309880000, 80705000)]
13:37:44: [INFO] Routing SW24 with D24
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW24:2' at (288290000, 73025000) with pad 'D24:2' at (290830000, 80705000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(288290000, 73025000), (288290000, 78165000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(288290000, 78165000), (290830000, 80705000)]
13:37:44: [INFO] Routing SW23 with D23
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW23:2' at (269240000, 73025000) with pad 'D23:2' at (271780000, 80705000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(269240000, 73025000), (269240000, 78165000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(269240000, 78165000), (271780000, 80705000)]
13:37:44: [INFO] Routing SW22 with D22
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW22:2' at (250190000, 73025000) with pad 'D22:2' at (252730000, 80705000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(250190000, 73025000), (250190000, 78165000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(250190000, 78165000), (252730000, 80705000)]
13:37:44: [INFO] Routing SW21 with D21
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW21:2' at (231140000, 73025000) with pad 'D21:2' at (233680000, 80705000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(231140000, 73025000), (231140000, 78165000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(231140000, 78165000), (233680000, 80705000)]
13:37:44: [INFO] Routing SW20 with D20
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW20:2' at (212090000, 73025000) with pad 'D20:2' at (214630000, 80705000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(212090000, 73025000), (212090000, 78165000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(212090000, 78165000), (214630000, 80705000)]
13:37:44: [INFO] Routing SW19 with D19
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW19:2' at (193040000, 73025000) with pad 'D19:2' at (195580000, 80705000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(193040000, 73025000), (193040000, 78165000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(193040000, 78165000), (195580000, 80705000)]
13:37:44: [INFO] Routing SW18 with D18
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW18:2' at (173990000, 73025000) with pad 'D18:2' at (176530000, 80705000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(173990000, 73025000), (173990000, 78165000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(173990000, 78165000), (176530000, 80705000)]
13:37:44: [INFO] Routing SW17 with D17
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW17:2' at (154940000, 73025000) with pad 'D17:2' at (157480000, 80705000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(154940000, 73025000), (154940000, 78165000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(154940000, 78165000), (157480000, 80705000)]
13:37:44: [INFO] Routing SW16 with D16
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW16:2' at (135890000, 73025000) with pad 'D16:2' at (138430000, 80705000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(135890000, 73025000), (135890000, 78165000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(135890000, 78165000), (138430000, 80705000)]
13:37:44: [INFO] Routing SW15 with D15
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW15:2' at (116840000, 73025000) with pad 'D15:2' at (119380000, 80705000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(116840000, 73025000), (116840000, 78165000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(116840000, 78165000), (119380000, 80705000)]
13:37:44: [INFO] Routing SW14 with D14
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW14:2' at (374015000, 53975000) with pad 'D14:2' at (376555000, 61655000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(374015000, 53975000), (374015000, 59115000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(374015000, 59115000), (376555000, 61655000)]
13:37:44: [INFO] Routing SW13 with D13
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW13:2' at (345440000, 53975000) with pad 'D13:2' at (347980000, 61655000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(345440000, 53975000), (345440000, 59115000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(345440000, 59115000), (347980000, 61655000)]
13:37:44: [INFO] Routing SW12 with D12
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW12:2' at (316865000, 53975000) with pad 'D12:2' at (319405000, 61655000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(316865000, 53975000), (316865000, 59115000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(316865000, 59115000), (319405000, 61655000)]
13:37:44: [INFO] Routing SW11 with D11
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW11:2' at (297815000, 53975000) with pad 'D11:2' at (300355000, 61655000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(297815000, 53975000), (297815000, 59115000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(297815000, 59115000), (300355000, 61655000)]
13:37:44: [INFO] Routing SW10 with D10
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW10:2' at (278765000, 53975000) with pad 'D10:2' at (281305000, 61655000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(278765000, 53975000), (278765000, 59115000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(278765000, 59115000), (281305000, 61655000)]
13:37:44: [INFO] Routing SW9 with D9
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW9:2' at (259715000, 53975000) with pad 'D9:2' at (262255000, 61655000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(259715000, 53975000), (259715000, 59115000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(259715000, 59115000), (262255000, 61655000)]
13:37:44: [INFO] Routing SW8 with D8
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW8:2' at (240665000, 53975000) with pad 'D8:2' at (243205000, 61655000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(240665000, 53975000), (240665000, 59115000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(240665000, 59115000), (243205000, 61655000)]
13:37:44: [INFO] Routing SW7 with D7
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW7:2' at (221615000, 53975000) with pad 'D7:2' at (224155000, 61655000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(221615000, 53975000), (221615000, 59115000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(221615000, 59115000), (224155000, 61655000)]
13:37:44: [INFO] Routing SW6 with D6
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW6:2' at (202565000, 53975000) with pad 'D6:2' at (205105000, 61655000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(202565000, 53975000), (202565000, 59115000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(202565000, 59115000), (205105000, 61655000)]
13:37:44: [INFO] Routing SW5 with D5
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW5:2' at (183515000, 53975000) with pad 'D5:2' at (186055000, 61655000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(183515000, 53975000), (183515000, 59115000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(183515000, 59115000), (186055000, 61655000)]
13:37:44: [INFO] Routing SW4 with D4
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW4:2' at (164465000, 53975000) with pad 'D4:2' at (167005000, 61655000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(164465000, 53975000), (164465000, 59115000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(164465000, 59115000), (167005000, 61655000)]
13:37:44: [INFO] Routing SW3 with D3
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW3:2' at (145415000, 53975000) with pad 'D3:2' at (147955000, 61655000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(145415000, 53975000), (145415000, 59115000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(145415000, 59115000), (147955000, 61655000)]
13:37:44: [INFO] Routing SW2 with D2
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW2:2' at (126365000, 53975000) with pad 'D2:2' at (128905000, 61655000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(126365000, 53975000), (126365000, 59115000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(126365000, 59115000), (128905000, 61655000)]
13:37:44: [INFO] Routing SW1 with D1
13:37:44: [INFO] Using internal autorouter method
13:37:44: [INFO] Routing pad 'SW1:2' at (88265000, 53975000) with pad 'D1:2' at (90805000, 61655000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(88265000, 53975000), (88265000, 59115000)]
13:37:44: [INFO] Adding track segment (B.Cu): [(88265000, 59115000), (90805000, 61655000)]
13:37:44: [INFO] Routing COL8 pads
13:37:44: [INFO] Routing pad 'SW23:1' at (262890000, 75565000) with pad 'SW9:1' at (253365000, 56515000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (F.Cu): [(262890000, 75565000), (253365000, 66040000)]
13:37:44: [INFO] Adding track segment (F.Cu): [(253365000, 66040000), (253365000, 56515000)]
13:37:44: [INFO] Routing pad 'SW37:1' at (248602500, 94615000) with pad 'SW51:1' at (258127500, 113665000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (F.Cu): [(248602500, 94615000), (248602500, 104140000)]
13:37:44: [INFO] Adding track segment (F.Cu): [(248602500, 104140000), (258127500, 113665000)]
13:37:44: [INFO] Routing pad 'SW37:1' at (248602500, 94615000) with pad 'SW23:1' at (262890000, 75565000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (F.Cu): [(248602500, 94615000), (262890000, 80327500)]
13:37:44: [INFO] Adding track segment (F.Cu): [(262890000, 80327500), (262890000, 75565000)]
13:37:44: [INFO] Routing pad 'SW51:1' at (258127500, 113665000) with pad 'SW65:1' at (274796250, 132715000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (F.Cu): [(258127500, 113665000), (258127500, 116046250)]
13:37:44: [INFO] Adding track segment (F.Cu): [(258127500, 116046250), (274796250, 132715000)]
13:37:44: [INFO] Routing ROW3 pads
13:37:44: [INFO] Routing pad 'D43:1' at (102711250, 121605000) with pad 'D44:1' at (133667500, 121605000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(102711250, 121605000), (133667500, 121605000)]
13:37:44: [INFO] Routing pad 'D44:1' at (133667500, 121605000) with pad 'D45:1' at (152717500, 121605000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(133667500, 121605000), (152717500, 121605000)]
13:37:44: [INFO] Routing pad 'D45:1' at (152717500, 121605000) with pad 'D46:1' at (171767500, 121605000) using coordinate system rotated by 0 degree(s)
13:37:44: [INFO] Adding track segment (B.Cu): [(152717500, 121605000), (171767500, 121605000)]
13:37:45: [INFO] Routing pad 'D46:1' at (171767500, 121605000) with pad 'D47:1' at (190817500, 121605000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (B.Cu): [(171767500, 121605000), (190817500, 121605000)]
13:37:45: [INFO] Routing pad 'D47:1' at (190817500, 121605000) with pad 'D48:1' at (209867500, 121605000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (B.Cu): [(190817500, 121605000), (209867500, 121605000)]
13:37:45: [INFO] Routing pad 'D48:1' at (209867500, 121605000) with pad 'D49:1' at (228917500, 121605000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (B.Cu): [(209867500, 121605000), (228917500, 121605000)]
13:37:45: [INFO] Routing pad 'D49:1' at (228917500, 121605000) with pad 'D50:1' at (247967500, 121605000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (B.Cu): [(228917500, 121605000), (247967500, 121605000)]
13:37:45: [INFO] Routing pad 'D50:1' at (247967500, 121605000) with pad 'D51:1' at (267017500, 121605000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (B.Cu): [(247967500, 121605000), (267017500, 121605000)]
13:37:45: [INFO] Routing pad 'D51:1' at (267017500, 121605000) with pad 'D52:1' at (286067500, 121605000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (B.Cu): [(267017500, 121605000), (286067500, 121605000)]
13:37:45: [INFO] Routing pad 'D52:1' at (286067500, 121605000) with pad 'D53:1' at (305117500, 121605000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (B.Cu): [(286067500, 121605000), (305117500, 121605000)]
13:37:45: [INFO] Routing pad 'D53:1' at (305117500, 121605000) with pad 'D54:1' at (331311250, 121605000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (B.Cu): [(305117500, 121605000), (331311250, 121605000)]
13:37:45: [INFO] Routing pad 'D54:1' at (331311250, 121605000) with pad 'D55:1' at (357505000, 121605000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (B.Cu): [(331311250, 121605000), (357505000, 121605000)]
13:37:45: [INFO] Routing pad 'D55:1' at (357505000, 121605000) with pad 'D56:1' at (376555000, 121605000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (B.Cu): [(357505000, 121605000), (376555000, 121605000)]
13:37:45: [INFO] Routing COL2 pads
13:37:45: [INFO] Routing pad 'SW45:1' at (143827500, 113665000) with pad 'SW59:1' at (131921250, 132715000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(143827500, 113665000), (143827500, 120808750)]
13:37:45: [INFO] Adding track segment (F.Cu): [(143827500, 120808750), (131921250, 132715000)]
